src_tokens,trg_tokens,src_tokens_word,trg_tokens_word,src_ids,trg_ids,src_ids_word,trg_ids_word,src_len,trg_len,src_len_word,trg_len_word
"['▁i', '▁live', '▁here', '.']","['▁म', '▁यहाँ', '▁बस्छु', '।']","['▁i', '▁live', '▁here.']","['▁म', '▁यहाँ', '▁बस्छु।']","[2, 8, 370, 169, 4, 3]","[2, 6, 232, 690, 4, 3]","[2, 4, 199, 100, 3]","[2, 4, 55, 275, 3]",6,6,5,5
"['▁i', '▁read', '▁li', 'ps', '.']","['▁म', '▁ओ', 'ठ', '▁पढ्छु', '▁', '।']","['▁i', '▁read', '▁lips.']","['▁म', '▁ओठ', '▁पढ्छु', '▁।']","[2, 8, 345, 84, 1328, 4, 3]","[2, 6, 843, 2972, 1858, 2926, 4, 3]","[2, 4, 192, 1, 3]","[2, 4, 1586, 1105, 14, 3]",7,8,5,6
"['▁i', '▁trust', '▁him', '.']","['▁म', '▁उसलाई', '▁विश्वास', '▁गर्छु', '।']","['▁i', '▁trust', '▁him.']","['▁म', '▁उसलाई', '▁विश्वास', '▁गर्छु।']","[2, 8, 996, 188, 4, 3]","[2, 6, 493, 752, 437, 4, 3]","[2, 4, 491, 126, 3]","[2, 4, 130, 225, 139, 3]",6,7,5,6
"['▁i', '▁went', '▁home', '.']","['▁म', '▁घर', '▁गए', '।']","['▁i', '▁went', '▁home.']","['▁म', '▁घर', '▁गए।']","[2, 8, 432, 296, 4, 3]","[2, 6, 278, 615, 4, 3]","[2, 4, 128, 174, 3]","[2, 4, 125, 302, 3]",6,6,5,5
"['▁i', '▁went', '▁too', '.']","['▁म', '▁पनि', '▁गएँ', '।']","['▁i', '▁went', '▁too.']","['▁म', '▁पनि', '▁गएँ।']","[2, 8, 432, 227, 4, 3]","[2, 6, 182, 430, 4, 3]","[2, 4, 128, 347, 3]","[2, 4, 31, 178, 3]",6,6,5,5
"['▁i', '▁will', '▁stay', '.']","['▁म', '▁बस्नेछु', '।']","['▁i', '▁will', '▁stay.']","['▁म', '▁बस्नेछु।']","[2, 8, 102, 410, 4, 3]","[2, 6, 2725, 4, 3]","[2, 4, 26, 1281, 3]","[2, 4, 1156, 3]",6,5,5,4
"['▁i', '▁will', '▁decide', '.']","['▁म', '▁निर्णय', '▁गर्छु', '।']","['▁i', '▁will', '▁decide.']","['▁म', '▁निर्णय', '▁गर्छु।']","[2, 8, 102, 2278, 4, 3]","[2, 6, 374, 437, 4, 3]","[2, 4, 26, 1, 3]","[2, 4, 93, 139, 3]",6,6,5,5
"['▁i', '▁will', '▁decide', '.']","['▁म', '▁निर्णय', '▁गर्नेछु', '।']","['▁i', '▁will', '▁decide.']","['▁म', '▁निर्णय', '▁गर्नेछु।']","[2, 8, 102, 2278, 4, 3]","[2, 6, 374, 904, 4, 3]","[2, 4, 26, 1, 3]","[2, 4, 93, 260, 3]",6,6,5,5
"['▁i', '▁am', '▁star', 'ved', '.']","['▁मलाई', '▁धेरै', '▁भोक', '▁लागेको', '▁छ', '।']","['▁i', '▁am', '▁starved.']","['▁मलाई', '▁धेरै', '▁भोक', '▁लागेको', '▁छ।']","[2, 8, 104, 2062, 498, 4, 3]","[2, 49, 93, 966, 416, 13, 4, 3]","[2, 4, 28, 1, 3]","[2, 6, 13, 380, 115, 9, 3]",7,8,5,7
"['▁let', '▁us', '▁hurry', '.']","['▁हतार', '▁गरौं', '।']","['▁let', '▁us', '▁hurry.']","['▁हतार', '▁गरौं।']","[2, 254, 149, 1294, 4, 3]","[2, 1470, 1099, 4, 3]","[2, 92, 91, 1028, 3]","[2, 612, 517, 3]",6,5,5,4
"['▁ok', '▁you', '▁win', '.']","['▁ठिक', '▁छ', ',', '▁तिमीले', '▁जित', '्यौ', '।']","['▁ok', '▁you', '▁win.']","['▁ठिक', '▁छ,', '▁तिमीले', '▁जित्यौ।']","[2, 1182, 21, 830, 4, 3]","[2, 1406, 13, 2973, 358, 794, 2126, 4, 3]","[2, 1044, 6, 773, 3]","[2, 538, 126, 87, 1, 3]",6,9,5,6
"['▁say', '▁my', '▁name', '.']","['▁मेरो', '▁नाम', '▁भन', '।']","['▁say', '▁my', '▁name.']","['▁मेरो', '▁नाम', '▁भन।']","[2, 350, 99, 604, 4, 3]","[2, 121, 252, 291, 4, 3]","[2, 132, 27, 554, 3]","[2, 19, 61, 1185, 3]",6,6,5,5
"['▁she', '▁is', '▁dead', '.']","['▁तिनी', '▁मर', 'िस', 'के', 'की', '▁छिन्', '।']","['▁she', '▁is', '▁dead.']","['▁तिनी', '▁मरिसकेकी', '▁छिन्।']","[2, 148, 32, 1318, 4, 3]","[2, 450, 1063, 284, 1319, 248, 368, 4, 3]","[2, 42, 9, 962, 3]","[2, 542, 2788, 134, 3]",6,9,5,5
"['▁she', '▁is', '▁kind', '.']","['▁उनी', '▁दयालु', '▁छिन्', '।']","['▁she', '▁is', '▁kind.']","['▁उनी', '▁दयालु', '▁छिन्।']","[2, 148, 32, 701, 4, 3]","[2, 170, 1492, 368, 4, 3]","[2, 42, 9, 2433, 3]","[2, 33, 546, 134, 3]",6,6,5,5
"['▁tom', '▁is', '▁here', '.']","['▁टम', '▁यहाँ', '▁छ', '।']","['▁tom', '▁is', '▁here.']","['▁टम', '▁यहाँ', '▁छ।']","[2, 22, 32, 169, 4, 3]","[2, 16, 232, 13, 4, 3]","[2, 5, 9, 100, 3]","[2, 5, 55, 9, 3]",6,6,5,5
"['▁we', '▁are', '▁sick', '.']","['▁हामी', '▁बिरामी', '▁छौं', '।']","['▁we', '▁are', '▁sick.']","['▁हामी', '▁बिरामी', '▁छौं।']","[2, 61, 73, 1005, 4, 3]","[2, 123, 510, 793, 4, 3]","[2, 21, 15, 660, 3]","[2, 39, 142, 265, 3]",6,6,5,5
"['▁what', '▁is', '▁this', '?']","['▁यो', '▁के', '▁हो', '?']","['▁what', '▁is', '▁this?']","['▁यो', '▁के', '▁हो?']","[2, 94, 32, 86, 6, 3]","[2, 68, 34, 56, 5, 3]","[2, 23, 9, 247, 3]","[2, 10, 7, 35, 3]",6,6,5,5
"['▁am', '▁i', '▁in', '▁deb', 't', '?']","['▁के', '▁म', '▁ऋणमा', '▁छु', '?']","['▁am', '▁i', '▁in', '▁debt?']","['▁के', '▁म', '▁ऋणमा', '▁छु?']","[2, 104, 8, 57, 2854, 2973, 6, 3]","[2, 34, 6, 2359, 119, 5, 3]","[2, 28, 4, 16, 1, 3]","[2, 7, 4, 894, 1005, 3]",8,7,6,6
"['▁did', '▁tom', '▁fall', '?']","['▁के', '▁टम', '▁ख', 'सेको', '▁थियो', '?']","['▁did', '▁tom', '▁fall?']","['▁के', '▁टम', '▁खसेको', '▁थियो?']","[2, 101, 22, 1392, 6, 3]","[2, 34, 16, 53, 1708, 105, 5, 3]","[2, 25, 5, 1, 3]","[2, 7, 5, 1704, 236, 3]",6,8,5,6
"['▁drive', '▁faster', '.']","['▁छिटो', '▁चल', 'ाउनुहोस्', '।']","['▁drive', '▁faster.']","['▁छिटो', '▁चलाउनुहोस्।']","[2, 1018, 2435, 4, 3]","[2, 595, 522, 438, 4, 3]","[2, 524, 1, 3]","[2, 171, 1879, 3]",5,6,4,4
"['▁g', 'h', 'ost', 's', '▁ex', 'ist', '.']","['▁भूतहरू', '▁छन्', '।']",['▁ghosts▁exist.'],"['▁भूतहरू', '▁छन्।']","[2, 47, 2979, 172, 2978, 210, 244, 4, 3]","[2, 2649, 177, 4, 3]","[2, 1, 3]","[2, 1195, 54, 3]",9,5,3,4
"['▁he', '▁is', '▁asleep', '.']","['▁ऊ', '▁सुतिरहेको', '▁छ', '।']","['▁he', '▁is', '▁asleep.']","['▁ऊ', '▁सुतिरहेको', '▁छ।']","[2, 46, 32, 1184, 4, 3]","[2, 196, 1151, 13, 4, 3]","[2, 18, 9, 845, 3]","[2, 38, 397, 9, 3]",6,6,5,5
"['▁he', '▁is', '▁cr', 'ank', 'y', '.']","['▁ऊ', '▁चक', 'चक', 'े', '▁छ', '।']","['▁he', '▁is', '▁cranky.']","['▁ऊ', '▁चकचके', '▁छ।']","[2, 46, 32, 925, 894, 2985, 4, 3]","[2, 196, 1673, 705, 2934, 13, 4, 3]","[2, 18, 9, 1, 3]","[2, 38, 1866, 9, 3]",8,8,5,5
"['▁he', '▁is', '▁eating', '.']","['▁उ', '▁खादै', '▁छ', '।']","['▁he', '▁is', '▁eating.']","['▁उ', '▁खादै', '▁छ।']","[2, 46, 32, 1112, 4, 3]","[2, 61, 2370, 13, 4, 3]","[2, 18, 9, 1957, 3]","[2, 414, 941, 9, 3]",6,6,5,5
"['▁he', '▁seems', '▁ill', '.']","['▁ऊ', '▁बिरामी', '▁देखिन्छ', '।']","['▁he', '▁seems', '▁ill.']","['▁ऊ', '▁बिरामी', '▁देखिन्छ।']","[2, 46, 846, 1508, 4, 3]","[2, 196, 510, 601, 4, 3]","[2, 18, 289, 1683, 3]","[2, 38, 142, 215, 3]",6,6,5,5
"['▁i', '▁am', '▁chinese', '.']","['▁म', '▁च', 'िन', 'िय', 'ाँ', '▁हुँ', '।']","['▁i', '▁am', '▁chinese.']","['▁म', '▁चिनियाँ', '▁हुँ।']","[2, 8, 104, 2639, 4, 3]","[2, 6, 43, 58, 570, 57, 140, 4, 3]","[2, 4, 28, 1, 3]","[2, 4, 1915, 48, 3]",6,9,5,5
"['▁i', '▁am', '▁chinese', '.']","['▁म', '▁च', 'ाइ', 'नि', 'ज', '▁हुँ', '।']","['▁i', '▁am', '▁chinese.']","['▁म', '▁चाइनिज', '▁हुँ।']","[2, 8, 104, 2639, 4, 3]","[2, 6, 43, 129, 151, 2953, 140, 4, 3]","[2, 4, 28, 1, 3]","[2, 4, 1885, 48, 3]",6,9,5,5
"['▁i', '▁am', '▁curious', '.']","['▁म', '▁उत्', 'सु', 'क', '▁छु', '।']","['▁i', '▁am', '▁curious.']","['▁म', '▁उत्सुक', '▁छु।']","[2, 8, 104, 2846, 4, 3]","[2, 6, 624, 440, 2932, 119, 4, 3]","[2, 4, 28, 2573, 3]","[2, 4, 1555, 26, 3]",6,8,5,5
"['▁i', '▁am', '▁curious', '.']","['▁म', '▁जिज्ञासु', '▁छु']","['▁i', '▁am', '▁curious.']","['▁म', '▁जिज्ञासु', '▁छु']","[2, 8, 104, 2846, 4, 3]","[2, 6, 2773, 119, 3]","[2, 4, 28, 2573, 3]","[2, 4, 1026, 110, 3]",6,5,5,5
"['▁i', '▁am', '▁working', '.']","['▁म', '▁काम', '▁गर्दैछु', '।']","['▁i', '▁am', '▁working.']","['▁म', '▁काम', '▁गर्दैछु।']","[2, 8, 104, 890, 4, 3]","[2, 6, 222, 1561, 4, 3]","[2, 4, 28, 988, 3]","[2, 4, 52, 667, 3]",6,6,5,5
"['▁i', '▁am', '▁working', '.']","['▁म', '▁काम', '▁गरिरहेको', '▁छु', '।']","['▁i', '▁am', '▁working.']","['▁म', '▁काम', '▁गरिरहेको', '▁छु।']","[2, 8, 104, 890, 4, 3]","[2, 6, 222, 602, 119, 4, 3]","[2, 4, 28, 988, 3]","[2, 4, 52, 170, 26, 3]",6,7,5,6
"['▁i', '▁do', '▁not', '▁know', '.']","['▁मलाई', '▁थाहा', '▁छैन', '।']","['▁i', '▁do', '▁not', '▁know.']","['▁मलाई', '▁थाहा', '▁छैन।']","[2, 8, 35, 37, 121, 4, 3]","[2, 49, 128, 73, 4, 3]","[2, 4, 12, 10, 363, 3]","[2, 6, 20, 16, 3]",7,6,6,5
"['▁i', '▁do', '▁not', '▁know', '.']","['▁थाहा', '▁छैन', '।']","['▁i', '▁do', '▁not', '▁know.']","['▁थाहा', '▁छैन।']","[2, 8, 35, 37, 121, 4, 3]","[2, 128, 73, 4, 3]","[2, 4, 12, 10, 363, 3]","[2, 20, 16, 3]",7,5,6,4
"['▁i', '▁drink', '▁beer', '.']","['▁म', '▁बियर', '▁पिउँछु', '।']","['▁i', '▁drink', '▁beer.']","['▁म', '▁बियर', '▁पिउँछु।']","[2, 8, 558, 1270, 4, 3]","[2, 6, 685, 695, 4, 3]","[2, 4, 339, 968, 3]","[2, 4, 243, 319, 3]",6,6,5,5
"['▁i', '▁drink', '▁milk', '.']","['▁म', '▁दूध', '▁पिउँछु', '।']","['▁i', '▁drink', '▁milk.']","['▁म', '▁दूध', '▁पिउँछु।']","[2, 8, 558, 1191, 4, 3]","[2, 6, 962, 695, 4, 3]","[2, 4, 339, 1006, 3]","[2, 4, 439, 319, 3]",6,6,5,5
"['▁i', '▁drink', '▁wine', '.']","['▁म', '▁वाइन', '▁पिउँछु', '।']","['▁i', '▁drink', '▁wine.']","['▁म', '▁वाइन', '▁पिउँछु।']","[2, 8, 558, 1192, 4, 3]","[2, 6, 1462, 695, 4, 3]","[2, 4, 339, 921, 3]","[2, 4, 599, 319, 3]",6,6,5,5
"['▁i', '▁eat', '▁cheese', '.']","['▁म', '▁चीज', '▁खान्छु', '।']","['▁i', '▁eat', '▁cheese.']","['▁म', '▁चीज', '▁खान्छु।']","[2, 8, 320, 2520, 4, 3]","[2, 6, 1230, 332, 4, 3]","[2, 4, 154, 2715, 3]","[2, 4, 1922, 82, 3]",6,6,5,5
"['▁i', '▁eat', '▁slowly', '.']","['▁म', '▁बिस्तारै', '▁खान्छु', '।']","['▁i', '▁eat', '▁slowly.']","['▁म', '▁बिस्तारै', '▁खान्छु।']","[2, 8, 320, 2240, 4, 3]","[2, 6, 1976, 332, 4, 3]","[2, 4, 154, 2083, 3]","[2, 4, 761, 82, 3]",6,6,5,5
"['▁i', '▁have', '▁a', '▁map', '.']","['▁म', '▁सँग', '▁नक्सा', '▁छ', '।']","['▁i', '▁have', '▁a', '▁map.']","['▁म', '▁सँग', '▁नक्सा', '▁छ।']","[2, 8, 65, 9, 2252, 4, 3]","[2, 6, 592, 1856, 13, 4, 3]","[2, 4, 13, 11, 2733, 3]","[2, 4, 802, 726, 9, 3]",7,7,6,6
"['▁i', '▁like', '▁ste', 'ak', '.']","['▁मलाई', '▁स्ट', 'ेक', '▁मन', '▁पर्छ', '।']","['▁i', '▁like', '▁steak.']","['▁मलाई', '▁स्टेक', '▁मन', '▁पर्छ।']","[2, 8, 133, 1415, 171, 4, 3]","[2, 49, 628, 352, 124, 216, 4, 3]","[2, 4, 35, 1, 3]","[2, 6, 1, 25, 57, 3]",7,8,5,6
"['▁i', '▁live', '▁alone', '.']","['▁म', '▁एक्लै', '▁बस्छु', '।']","['▁i', '▁live', '▁alone.']","['▁म', '▁एक्लै', '▁बस्छु।']","[2, 8, 370, 677, 4, 3]","[2, 6, 372, 690, 4, 3]","[2, 4, 199, 327, 3]","[2, 4, 91, 275, 3]",6,6,5,5
"['▁i', '▁need', '▁a', '▁p', 'et', '.']","['▁मलाई', '▁एउटा', '▁प', 'ाल्', 'तु', '▁जनावर', '▁चाहिन्छ', '।']","['▁i', '▁need', '▁a', '▁pet.']","['▁मलाई', '▁एउटा', '▁पाल्तु', '▁जनावर', '▁चाहिन्छ।']","[2, 8, 212, 9, 42, 68, 4, 3]","[2, 49, 227, 21, 2115, 2016, 1485, 697, 4, 3]","[2, 4, 80, 11, 1, 3]","[2, 6, 47, 2419, 1976, 262, 3]",8,10,6,7
"['▁i', '▁read', '▁books', '.']","['▁म', '▁किताबहरू', '▁पढ्छु', '▁', '।']","['▁i', '▁read', '▁books.']","['▁म', '▁किताबहरू', '▁पढ्छु', '▁।']","[2, 8, 345, 800, 4, 3]","[2, 6, 1962, 1858, 2926, 4, 3]","[2, 4, 192, 644, 3]","[2, 4, 649, 1105, 14, 3]",6,7,5,6
"['▁i', '▁want', '▁a', '▁dog', '.']","['▁मलाई', '▁एउटा', '▁कुकुर', '▁चाहियो', '।']","['▁i', '▁want', '▁a', '▁dog.']","['▁मलाई', '▁एउटा', '▁कुकुर', '▁चाहियो।']","[2, 8, 114, 9, 475, 4, 3]","[2, 49, 227, 598, 2599, 4, 3]","[2, 4, 40, 11, 523, 3]","[2, 6, 47, 343, 997, 3]",7,7,6,6
"['▁i', '▁went', '▁there', '.']","['▁म', '▁त्यहाँ', '▁गएँ', '।']","['▁i', '▁went', '▁there.']","['▁म', '▁त्यहाँ', '▁गएँ।']","[2, 8, 432, 161, 4, 3]","[2, 6, 349, 430, 4, 3]","[2, 4, 128, 195, 3]","[2, 4, 88, 178, 3]",6,6,5,5
"['▁i', '▁went', '▁twice', '.']","['▁म', '▁दुई', '▁पटक', '▁गएँ', '▁', '।']","['▁i', '▁went', '▁twice.']","['▁म', '▁दुई', '▁पटक', '▁गएँ', '▁।']","[2, 8, 432, 2127, 4, 3]","[2, 6, 627, 382, 430, 2926, 4, 3]","[2, 4, 128, 2560, 3]","[2, 4, 237, 95, 301, 14, 3]",6,8,5,7
"['▁i', '▁will', '▁fight', '.']","['▁म', '▁लड', '्नेछु', '।']","['▁i', '▁will', '▁fight.']","['▁म', '▁लड्नेछु।']","[2, 8, 102, 1463, 4, 3]","[2, 6, 2144, 1434, 4, 3]","[2, 4, 26, 1703, 3]","[2, 4, 2941, 3]",6,6,5,4
"['▁i', '▁will', '▁learn', '.']","['▁म', '▁सिक्', 'नेछु', '।']","['▁i', '▁will', '▁learn.']","['▁म', '▁सिक्नेछु।']","[2, 8, 102, 703, 4, 3]","[2, 6, 810, 1383, 4, 3]","[2, 4, 26, 1581, 3]","[2, 4, 1, 3]",6,6,5,4
"['▁make', '▁a', '▁guess', '.']","['▁अनुमान', '▁गर्नुहोस्', '।']","['▁make', '▁a', '▁guess.']","['▁अनुमान', '▁गर्नुहोस्।']","[2, 390, 9, 1464, 4, 3]","[2, 1528, 320, 4, 3]","[2, 117, 11, 1, 3]","[2, 489, 99, 3]",6,5,5,4
"['▁my', '▁eyes', '▁hurt', '.']","['▁मेरो', '▁आँखा', '▁दुख', 'िरहेको', '▁छ', '!']","['▁my', '▁eyes', '▁hurt.']","['▁मेरो', '▁आँखा', '▁दुखिरहेको', '▁छ!']","[2, 99, 1025, 1033, 4, 3]","[2, 121, 973, 670, 262, 13, 2982, 3]","[2, 27, 708, 1262, 3]","[2, 19, 410, 2204, 682, 3]",6,8,5,6
"['▁she', '▁is', '▁eight', '.']","['▁उनी', '▁आठ', '▁वर्ष', 'की', '▁हुन्', '▁', '।']","['▁she', '▁is', '▁eight.']","['▁उनी', '▁आठ', '▁वर्षकी', '▁हुन्', '▁।']","[2, 148, 32, 1829, 4, 3]","[2, 170, 2130, 190, 248, 370, 2926, 4, 3]","[2, 42, 9, 2534, 3]","[2, 33, 873, 2991, 1356, 14, 3]",6,9,5,7
"['▁she', '▁is', '▁happy', '.']","['▁उनी', '▁खुसी', '▁छिन्', '▁', '।']","['▁she', '▁is', '▁happy.']","['▁उनी', '▁खुसी', '▁छिन्', '▁।']","[2, 148, 32, 521, 4, 3]","[2, 170, 395, 368, 2926, 4, 3]","[2, 42, 9, 315, 3]","[2, 33, 98, 307, 14, 3]",6,7,5,6
"['▁she', '▁is', '▁lucky', '.']","['▁उनी', '▁भाग्यमानी', '▁छिन्', '।']","['▁she', '▁is', '▁lucky.']","['▁उनी', '▁भाग्यमानी', '▁छिन्।']","[2, 148, 32, 1994, 4, 3]","[2, 170, 1587, 368, 4, 3]","[2, 42, 9, 1802, 3]","[2, 33, 581, 134, 3]",6,6,5,5
"['▁she', '▁is', '▁quiet', '.']","['▁उनी', '▁शान्त', '▁छिन्', '।']","['▁she', '▁is', '▁quiet.']","['▁उनी', '▁शान्त', '▁छिन्।']","[2, 148, 32, 1301, 4, 3]","[2, 170, 1285, 368, 4, 3]","[2, 42, 9, 1289, 3]","[2, 33, 470, 134, 3]",6,6,5,5
"['▁she', '▁is', '▁sharp', '.']","['▁तिनी', '▁ती', 'क्ष', '्', 'ण', '▁छिन्', '।']","['▁she', '▁is', '▁sharp.']","['▁तिनी', '▁तीक्ष्ण', '▁छिन्।']","[2, 148, 32, 2740, 4, 3]","[2, 450, 244, 299, 2928, 2974, 368, 4, 3]","[2, 42, 9, 1, 3]","[2, 542, 2141, 134, 3]",6,9,5,5
"['▁she', '▁is', '▁wrong', '.']","['▁उनी', '▁गलत', '▁छिन्', '।']","['▁she', '▁is', '▁wrong.']","['▁उनी', '▁गलत', '▁छिन्।']","[2, 148, 32, 613, 4, 3]","[2, 170, 791, 368, 4, 3]","[2, 42, 9, 342, 3]","[2, 33, 232, 134, 3]",6,6,5,5
"['▁tom', '▁got', '▁rich', '.']","['▁टम', '▁धनी', '▁भयो', '।']","['▁tom', '▁got', '▁rich.']","['▁टम', '▁धनी', '▁भयो।']","[2, 22, 277, 1202, 4, 3]","[2, 16, 857, 305, 4, 3]","[2, 5, 85, 943, 3]","[2, 5, 270, 151, 3]",6,6,5,5
"['▁tom', '▁hates', '▁me', '.']","['▁टमले', '▁मलाई', '▁घृणा', '▁गर्छ', '।']","['▁tom', '▁hates', '▁me.']","['▁टमले', '▁मलाई', '▁घृणा', '▁गर्छ।']","[2, 22, 2199, 78, 4, 3]","[2, 52, 49, 976, 594, 4, 3]","[2, 5, 1076, 57, 3]","[2, 8, 6, 305, 347, 3]",6,7,5,6
"['▁we', '▁are', '▁happy', '.']","['▁हामी', '▁खुसी', '▁छौं', '।']","['▁we', '▁are', '▁happy.']","['▁हामी', '▁खुसी', '▁छौं।']","[2, 61, 73, 521, 4, 3]","[2, 123, 395, 793, 4, 3]","[2, 21, 15, 315, 3]","[2, 39, 98, 265, 3]",6,6,5,5
"['▁we', '▁do', '▁not', '▁lie', '.']","['▁हामी', '▁झूट', '▁बोल्दैनौं', '।']","['▁we', '▁do', '▁not', '▁lie.']","['▁हामी', '▁झूट', '▁बोल्दैनौं।']","[2, 61, 35, 37, 1349, 4, 3]","[2, 123, 1232, 2821, 4, 3]","[2, 21, 12, 10, 1122, 3]","[2, 39, 426, 1174, 3]",7,6,6,5
"['▁we', '▁have', '▁room', '.']","['▁हामीसँग', '▁कोठा', '▁छ', '।']","['▁we', '▁have', '▁room.']","['▁हामीसँग', '▁कोठा', '▁छ।']","[2, 61, 65, 423, 4, 3]","[2, 1014, 872, 13, 4, 3]","[2, 21, 13, 238, 3]","[2, 338, 299, 9, 3]",6,6,5,5
"['▁what', '▁is', '▁this', '?']","['▁यो', '▁के', '▁हो', '?']","['▁what', '▁is', '▁this?']","['▁यो', '▁के', '▁हो?']","[2, 94, 32, 86, 6, 3]","[2, 68, 34, 56, 5, 3]","[2, 23, 9, 247, 3]","[2, 10, 7, 35, 3]",6,6,5,5
"['▁did', '▁tom', '▁paint', '?']","['▁टमले', '▁प', 'ेन्ट', '▁गर्यो', '?']","['▁did', '▁tom', '▁paint?']","['▁टमले', '▁पेन्ट', '▁गर्यो?']","[2, 101, 22, 2470, 6, 3]","[2, 52, 21, 787, 886, 5, 3]","[2, 25, 5, 1, 3]","[2, 8, 2448, 1821, 3]",6,7,5,5
"['▁he', '▁drank', '▁beer', '.']","['▁उनले', '▁बियर', '▁पि', 'ए', '▁', '।']","['▁he', '▁drank', '▁beer.']","['▁उनले', '▁बियर', '▁पिए', '▁।']","[2, 46, 2258, 1270, 4, 3]","[2, 868, 685, 247, 2955, 2926, 4, 3]","[2, 18, 1133, 968, 3]","[2, 253, 243, 2427, 14, 3]",6,8,5,6
"['▁he', '▁drank', '▁beer', '.']","['▁उसले', '▁बियर', '▁पि', 'यो', '▁', '।']","['▁he', '▁drank', '▁beer.']","['▁उसले', '▁बियर', '▁पियो', '▁।']","[2, 46, 2258, 1270, 4, 3]","[2, 530, 685, 247, 22, 2926, 4, 3]","[2, 18, 1133, 968, 3]","[2, 147, 243, 2428, 14, 3]",6,8,5,6
"['▁he', '▁is', '▁fool', 'ish', '.']","['▁ऊ', '▁मू', 'र्ख', '▁छ', '।']","['▁he', '▁is', '▁foolish.']","['▁ऊ', '▁मूर्ख', '▁छ।']","[2, 46, 32, 1793, 309, 4, 3]","[2, 196, 943, 577, 13, 4, 3]","[2, 18, 9, 1, 3]","[2, 38, 2838, 9, 3]",7,7,5,5
"['▁he', '▁seems', '▁kind', '.']","['▁उनी', '▁दयालु', '▁देखिन्छ', 'न्', '।']","['▁he', '▁seems', '▁kind.']","['▁उनी', '▁दयालु', '▁देखिन्छन्।']","[2, 46, 846, 701, 4, 3]","[2, 170, 1492, 601, 8, 4, 3]","[2, 18, 289, 2433, 3]","[2, 33, 546, 2229, 3]",6,7,5,5
